Train_No,Route_ID,Departure_Date,Arrival_Date,Departure_Time,Arrival_Time
8,445,2023-10-21,2023-08-28,04:34:19,04:01:25
14,463,2023-06-26,2023-12-01,23:13:16,05:30:58
17,816,2023-02-28,2023-11-15,05:27:33,02:17:23
12,373,2023-03-31,2023-04-21,12:29:07,11:31:06
6,336,2023-12-28,2023-04-02,11:20:41,20:36:03
2,85,2023-05-09,2023-02-14,21:20:17,11:54:15
7,34,2023-06-20,2023-05-01,02:51:56,03:08:59
20,564,2023-03-10,2023-09-19,22:21:47,07:30:10
9,458,2023-09-20,2023-12-17,04:11:25,00:34:49
13,261,2023-12-02,2023-07-04,17:49:38,14:02:31
4,14,2023-09-17,2023-06-14,12:04:55,16:23:41
20,907,2023-08-19,2023-05-07,21:42:42,10:03:07
2,920,2023-10-28,2023-11-26,13:56:39,22:08:52
11,509,2023-10-06,2023-05-15,06:57:52,03:36:20
2,925,2023-04-13,2023-10-25,23:43:14,01:01:34
1,470,2023-03-01,2023-03-22,13:48:03,16:30:15
7,800,2023-03-19,2023-05-17,12:32:54,04:10:20
1,273,2022-12-28,2023-09-19,04:55:26,05:11:46
14,721,2023-11-24,2023-06-22,19:24:41,03:01:30
15,635,2023-10-25,2023-04-08,03:36:13,06:31:37
3,965,2023-09-19,2023-04-10,12:53:53,11:47:32
18,634,2023-03-28,2023-03-13,14:46:05,12:03:44
5,622,2023-01-18,2023-07-13,02:57:46,15:35:09
14,651,2023-05-25,2023-06-16,12:59:14,05:29:27
15,948,2023-11-16,2023-10-25,01:54:41,02:28:06
20,887,2023-01-19,2023-04-12,19:05:41,06:18:29
14,991,2023-09-05,2023-05-26,01:28:13,10:06:31
20,829,2023-08-05,2023-01-18,22:36:18,15:21:37
8,338,2023-08-30,2023-02-27,09:30:22,11:23:06
4,248,2023-09-07,2023-10-05,04:04:32,14:47:15
18,629,2023-05-31,2023-01-11,01:44:06,05:41:52
10,6,2023-03-31,2023-05-01,18:21:34,08:08:33
9,342,2023-10-15,2023-11-27,05:56:08,09:39:29
7,682,2023-02-16,2023-04-13,20:44:38,20:56:39
13,237,2023-11-09,2023-01-07,14:41:10,09:16:17
1,940,2023-02-07,2023-08-29,07:38:27,03:38:58
3,862,2023-05-24,2023-02-08,20:15:13,12:57:09
20,763,2023-06-29,2023-03-27,23:00:26,16:37:02
14,178,2023-06-01,2023-12-15,04:12:56,16:25:44
18,159,2023-08-10,2023-07-28,18:24:53,08:12:37
9,462,2023-08-23,2023-09-05,02:33:17,12:11:02
20,231,2023-07-27,2023-05-26,08:56:44,13:53:44
16,100,2023-02-13,2023-11-20,15:20:31,14:31:11
1,287,2023-03-08,2023-07-15,21:57:14,15:25:06
16,743,2023-10-13,2023-06-04,16:01:35,20:06:12
2,965,2023-02-01,2023-03-29,09:49:08,22:25:47
11,991,2023-10-20,2023-07-29,14:21:59,13:31:14
5,389,2023-12-17,2023-10-16,10:02:11,03:22:09
15,581,2023-12-13,2023-11-21,06:59:37,09:28:39
2,551,2023-01-18,2023-08-03,03:24:49,23:40:16
2,726,2023-03-22,2023-07-02,15:07:00,01:30:52
7,308,2023-04-12,2023-08-29,09:43:18,01:49:44
12,714,2023-09-14,2023-10-08,22:58:59,12:19:41
4,650,2023-11-03,2023-04-13,01:02:02,21:30:28
7,996,2023-11-14,2023-07-18,22:39:44,14:26:45
10,236,2023-02-03,2023-07-09,12:43:26,19:32:19
10,647,2023-11-22,2023-03-17,09:00:17,20:54:31
9,997,2023-05-31,2023-05-25,07:24:05,19:28:15
12,424,2023-08-02,2023-05-11,12:51:49,13:54:16
8,528,2023-12-23,2023-04-07,21:05:54,20:50:55
13,427,2023-02-20,2023-02-12,10:41:37,10:06:39
5,877,2023-10-21,2023-12-15,12:57:20,09:43:27
18,191,2023-02-27,2023-02-09,01:49:07,00:35:03
2,508,2023-02-24,2023-03-08,05:08:27,23:30:09
20,350,2023-05-25,2023-05-22,13:18:53,03:47:56
2,753,2023-06-13,2023-12-23,14:30:10,08:53:02
6,966,2023-02-05,2023-09-10,20:20:25,08:09:16
4,475,2023-07-22,2023-07-07,17:15:53,11:55:26
18,214,2023-01-08,2023-10-23,06:15:32,19:53:35
1,64,2023-02-06,2023-05-15,12:16:31,10:50:44
1,138,2023-03-10,2023-01-22,08:29:40,11:19:45
20,943,2023-08-30,2023-11-17,20:06:40,04:15:46
9,710,2023-07-23,2023-11-20,03:13:27,01:09:35
16,560,2023-05-21,2023-04-23,18:11:17,22:15:24
14,540,2023-02-01,2023-11-14,04:03:30,19:24:46
13,392,2023-04-03,2023-02-28,07:07:14,09:29:51
8,514,2023-11-02,2023-03-19,01:52:45,02:45:06
13,385,2023-07-06,2023-10-23,01:09:00,10:00:27
7,674,2023-03-10,2023-12-13,22:14:26,05:08:28
4,402,2023-09-20,2023-07-25,04:25:21,15:34:33
1,526,2023-07-30,2023-09-03,17:39:25,17:27:05
1,892,2023-02-19,2023-03-21,07:25:24,07:47:51
2,141,2023-11-09,2023-01-04,21:32:23,08:44:59
5,431,2023-10-21,2023-11-20,00:38:33,17:17:50
1,228,2023-05-25,2023-10-28,21:56:32,05:03:47
12,979,2023-10-18,2023-11-27,12:25:33,09:10:52
20,443,2023-06-23,2023-02-13,21:50:30,10:41:10
13,805,2023-12-04,2023-09-11,12:33:47,23:20:30
14,114,2023-01-09,2023-04-16,02:24:45,22:29:57
7,675,2023-04-17,2023-10-11,12:46:00,11:26:38
8,68,2023-08-06,2023-11-24,16:48:23,14:10:01
14,458,2023-07-17,2023-06-28,01:54:02,16:41:24
4,723,2023-07-31,2023-03-04,23:46:10,17:47:01
16,60,2023-12-21,2023-03-30,17:08:44,16:32:10
17,76,2023-08-28,2023-12-21,06:35:06,19:34:53
20,441,2023-09-27,2023-10-31,00:40:39,01:46:19
14,21,2023-11-11,2023-12-18,19:35:24,15:43:01
2,516,2023-07-13,2023-08-25,19:50:54,00:49:37
6,990,2023-04-01,2023-07-31,12:47:36,19:03:35
5,729,2023-04-21,2023-08-11,21:57:52,14:07:37
12,760,2023-03-29,2023-05-26,01:49:28,11:58:12
20,714,2023-05-06,2023-07-21,17:34:15,12:48:39
2,60,2023-04-28,2023-10-27,16:32:48,23:46:16
18,102,2023-04-30,2023-04-05,15:56:53,10:56:33
12,797,2023-05-20,2023-09-19,15:30:55,21:26:14
9,816,2023-02-26,2023-05-17,02:12:38,09:22:00
10,495,2023-08-20,2022-12-30,14:28:33,14:59:41
18,800,2023-04-12,2023-04-15,03:51:36,02:48:17
15,767,2023-10-30,2023-12-21,00:37:24,11:27:36
1,719,2023-12-14,2023-02-23,09:50:52,10:49:59
9,319,2023-05-09,2023-03-26,04:40:44,06:30:05
3,719,2023-03-27,2023-05-10,06:46:23,04:25:52
18,455,2023-12-10,2023-06-02,07:21:11,01:50:37
13,489,2023-01-15,2023-09-03,17:14:59,22:37:06
5,782,2023-04-29,2023-08-15,12:03:40,23:34:14
6,759,2023-06-23,2023-06-01,08:58:37,15:02:12
14,642,2023-07-22,2023-12-15,12:33:39,14:49:05
8,531,2023-02-17,2023-08-08,01:43:54,00:26:42
2,148,2023-04-13,2023-10-09,15:31:03,04:19:56
16,175,2023-04-08,2023-08-17,11:44:59,14:45:43
2,80,2023-08-08,2023-08-05,16:46:09,15:23:00
6,46,2023-03-29,2023-08-10,20:46:43,07:08:01
12,521,2023-07-02,2023-08-11,16:39:13,18:09:49
20,950,2023-08-13,2023-03-17,06:28:56,22:06:49
4,163,2023-09-21,2023-08-26,10:28:05,20:41:10
20,75,2023-08-15,2023-12-12,13:27:34,23:53:14
8,161,2023-01-06,2023-05-28,02:48:50,11:24:37
10,27,2023-12-22,2023-06-04,21:16:18,06:20:21
7,557,2023-08-20,2023-08-05,09:19:19,00:57:35
5,408,2023-10-10,2023-07-13,05:54:13,21:30:31
14,60,2023-01-07,2023-07-15,01:07:32,16:23:58
7,191,2023-11-27,2023-03-01,00:04:10,20:36:50
2,309,2023-10-01,2023-03-01,23:50:20,16:51:11
13,863,2023-04-01,2023-03-03,21:43:21,10:05:07
5,159,2023-04-06,2023-01-26,15:46:05,14:31:59
2,191,2023-04-10,2023-12-18,17:02:44,12:51:26
11,670,2023-02-09,2023-12-11,17:17:15,03:42:16
9,763,2023-09-26,2023-05-29,08:59:30,04:24:23
3,361,2023-08-09,2023-09-01,14:05:04,12:46:23
15,100,2023-03-22,2023-02-27,01:26:15,20:03:16
14,151,2023-09-16,2023-02-03,13:22:02,05:16:58
4,280,2023-08-24,2023-04-15,14:56:57,22:09:51
9,523,2023-12-07,2023-08-15,15:36:32,03:43:01
13,880,2023-02-05,2023-03-21,19:08:16,20:32:25
13,408,2023-05-01,2023-02-03,17:21:14,22:53:59
2,39,2023-06-15,2023-02-04,10:59:27,14:11:46
4,620,2023-12-21,2023-01-17,09:26:59,17:43:50
12,522,2023-02-24,2023-10-19,09:51:44,06:01:24
18,452,2023-05-25,2023-07-05,10:07:54,01:08:49
5,124,2023-01-03,2023-04-19,05:01:14,13:14:48
7,810,2023-02-15,2023-09-10,11:14:36,06:05:31
7,7,2023-10-30,2023-11-12,13:58:55,22:32:02
10,334,2023-12-02,2023-03-03,21:14:42,06:56:56
12,757,2023-01-21,2023-10-20,08:36:14,07:02:32
1,689,2023-12-28,2023-07-26,15:32:16,21:38:02
8,367,2023-01-27,2023-04-22,18:01:05,21:22:33
12,324,2023-05-10,2023-11-10,06:18:15,19:13:38
20,194,2023-01-11,2023-11-20,22:01:10,11:07:22
13,122,2023-02-21,2023-12-16,06:48:02,22:18:17
13,939,2023-08-28,2023-06-17,23:49:37,09:45:36
2,153,2023-06-24,2023-07-20,23:44:15,21:15:34
16,52,2023-11-22,2023-08-03,21:49:14,23:09:55
18,177,2023-01-09,2023-03-04,05:40:29,00:00:53
19,302,2023-04-05,2023-04-25,18:51:58,16:26:05
19,816,2023-11-26,2023-12-22,06:47:00,17:03:28
7,549,2023-04-19,2023-08-02,11:34:15,07:07:10
11,595,2023-06-02,2023-08-14,23:41:37,03:11:29
5,569,2023-03-07,2023-01-15,22:12:17,09:43:15
14,367,2023-04-15,2023-10-13,20:09:40,14:37:30
1,335,2023-04-03,2023-06-23,10:37:40,08:07:41
15,781,2023-05-16,2023-08-16,13:35:34,03:01:07
10,133,2023-03-03,2023-11-21,12:05:00,17:40:32
1,531,2023-03-27,2023-12-20,10:58:30,04:58:55
6,441,2023-01-11,2023-02-10,20:25:19,11:36:10
1,653,2023-01-06,2023-06-24,18:36:38,05:21:30
3,346,2023-03-26,2023-02-10,22:05:55,03:00:16
13,629,2023-02-15,2023-10-19,12:23:06,14:03:43
10,804,2023-10-07,2023-06-11,20:44:40,14:54:26
3,174,2023-12-23,2023-02-07,04:45:07,00:34:57
19,148,2023-08-25,2023-12-06,05:22:44,21:57:52
10,880,2023-11-06,2023-06-23,13:40:12,04:02:58
4,758,2023-09-29,2023-07-08,17:15:54,23:54:46
7,507,2023-02-21,2023-09-24,00:23:23,22:41:45
16,329,2023-07-22,2023-11-26,22:12:52,20:46:20
18,908,2023-11-25,2023-03-06,18:07:30,02:10:45
17,828,2023-12-15,2023-04-03,17:42:03,09:46:35
6,412,2023-08-23,2023-12-04,15:31:32,14:00:11
8,508,2023-05-04,2023-01-12,15:57:25,10:42:18
20,550,2023-06-25,2023-01-27,05:15:52,18:30:58
19,158,2023-02-03,2023-12-15,15:26:47,03:16:11
17,867,2023-07-23,2023-03-25,02:26:35,17:20:25
13,610,2023-08-07,2023-10-08,23:07:52,20:25:41
8,190,2023-12-10,2023-01-11,06:22:44,11:50:05
19,419,2023-06-11,2023-07-27,12:07:05,05:31:30
15,947,2023-04-19,2023-05-08,06:09:18,13:42:51
8,375,2023-12-13,2023-01-30,10:06:37,14:08:09
5,230,2023-02-23,2023-10-15,20:31:46,14:25:59
6,178,2023-05-04,2023-07-18,22:51:49,20:46:20
14,595,2023-03-09,2023-09-22,06:10:28,21:30:53
4,765,2023-05-20,2023-10-31,08:53:34,15:56:31
11,211,2023-08-08,2023-12-25,14:56:15,01:35:34
19,302,2023-08-14,2023-03-05,09:13:53,04:42:30
15,960,2023-09-10,2023-12-18,02:27:56,13:55:23
14,424,2023-09-02,2023-02-08,05:43:20,19:37:16
4,866,2023-12-26,2023-11-12,12:35:53,14:21:08
2,252,2023-11-29,2023-12-28,03:38:56,07:53:01
11,432,2023-10-24,2023-03-06,14:09:17,23:50:27
20,238,2023-03-07,2023-04-15,17:14:03,16:47:10
11,305,2023-05-21,2023-12-19,14:17:49,13:52:46
14,63,2023-07-30,2023-09-10,05:40:32,04:56:28
6,515,2023-05-08,2023-05-13,08:47:20,03:48:04
8,669,2023-07-23,2023-04-18,07:00:11,08:41:43
11,857,2023-07-31,2023-08-12,06:46:34,16:19:36
18,63,2023-05-25,2023-09-27,09:46:29,00:14:09
19,176,2023-11-15,2023-07-28,17:23:01,15:07:37
10,980,2023-09-12,2023-03-11,04:44:11,18:38:53
2,721,2023-01-22,2023-01-09,02:44:31,01:12:06
10,962,2022-12-28,2023-01-03,23:02:11,09:25:16
14,20,2023-11-16,2023-03-03,21:00:12,09:07:02
5,621,2023-06-09,2023-11-30,11:35:31,07:59:53
4,490,2023-08-25,2023-04-12,02:02:55,01:41:41
19,635,2023-10-31,2023-09-24,15:36:20,23:00:19
6,640,2023-03-01,2023-10-12,20:04:30,19:16:56
8,118,2023-11-19,2023-04-25,12:38:12,22:08:44
14,781,2023-01-31,2023-05-02,19:14:40,21:22:49
20,903,2023-12-16,2023-07-18,12:10:22,05:37:29
20,794,2023-05-22,2023-08-29,10:17:08,15:25:48
20,815,2023-05-30,2023-11-17,19:19:27,15:36:48
7,609,2023-09-05,2023-02-20,00:38:46,16:02:54
20,699,2023-02-04,2023-03-05,15:14:12,18:39:22
11,463,2023-06-22,2023-12-25,12:01:08,03:25:58
2,600,2023-02-14,2023-10-22,02:36:45,01:16:57
17,638,2023-01-15,2023-11-06,06:59:07,19:40:26
12,162,2023-01-20,2023-03-17,15:30:21,22:39:46
1,445,2023-03-08,2023-10-06,03:54:58,03:23:49
2,203,2023-12-27,2023-07-26,10:55:26,15:41:16
17,40,2023-11-30,2023-10-21,12:55:37,16:05:29
1,967,2023-06-03,2023-05-06,10:16:25,20:25:11
6,264,2023-09-14,2023-09-30,22:22:29,12:02:12
10,591,2023-07-01,2023-12-08,23:14:31,11:35:52
15,815,2023-11-01,2023-08-09,15:13:45,18:19:49
11,648,2023-01-21,2023-01-21,19:43:27,23:17:30
7,886,2023-05-30,2023-11-19,23:17:13,17:54:48
18,117,2023-11-07,2023-02-15,23:38:22,12:44:20
18,119,2023-05-28,2023-10-25,19:19:37,06:51:43
12,395,2023-11-09,2023-08-21,16:04:32,09:47:22
16,527,2023-03-08,2023-11-11,07:02:04,10:03:56
12,364,2023-04-17,2023-11-06,14:08:12,09:56:21
19,862,2023-05-23,2023-03-11,08:50:14,08:29:04
14,814,2023-01-01,2023-09-12,19:03:39,06:18:51
2,454,2023-07-03,2023-01-24,12:48:35,01:39:30
15,332,2023-05-20,2023-03-15,15:23:33,15:23:58
17,837,2023-08-11,2023-03-19,08:27:26,13:55:28
13,347,2023-11-10,2023-07-21,05:06:59,03:09:43
18,270,2023-01-15,2023-09-23,14:53:12,21:59:21
15,72,2023-05-01,2023-10-19,02:44:40,09:09:47
17,968,2023-01-19,2023-05-04,22:21:20,03:59:10
10,217,2023-03-09,2023-10-05,05:33:24,02:26:09
2,780,2023-12-10,2022-12-30,01:01:54,20:17:52
3,668,2023-09-26,2023-01-29,00:18:12,01:36:07
1,213,2023-08-29,2023-02-24,05:34:22,19:48:45
16,93,2023-10-30,2023-07-12,05:15:42,03:10:40
11,176,2023-02-03,2023-09-26,08:48:00,13:03:16
12,791,2023-08-17,2023-04-02,21:02:46,10:52:29
15,106,2023-05-17,2023-05-02,16:39:33,15:36:17
6,622,2023-06-30,2023-07-14,01:09:20,11:10:52
8,353,2023-12-06,2023-01-13,14:37:19,09:15:03
1,992,2023-11-18,2023-07-19,11:03:07,03:04:00
13,238,2023-12-04,2023-12-23,22:14:26,20:11:44
15,503,2023-08-15,2023-06-16,16:15:56,09:52:24
9,580,2023-04-22,2023-11-07,08:21:07,21:20:19
18,964,2023-04-17,2023-09-06,16:15:49,22:19:51
15,960,2023-12-15,2023-09-26,17:27:27,22:23:15
17,381,2023-01-02,2023-03-09,07:33:00,11:50:23
11,962,2023-05-28,2023-05-24,16:49:50,22:42:44
9,121,2023-09-21,2023-06-04,06:18:40,10:04:44
5,797,2023-02-21,2023-06-27,09:46:22,11:27:16
18,918,2023-05-03,2023-12-26,05:27:01,18:48:03
19,530,2023-04-07,2023-05-30,20:15:53,12:47:07
18,844,2023-10-03,2023-02-23,00:39:48,04:43:29
4,386,2023-02-17,2023-10-12,05:20:53,23:21:34
13,656,2023-12-16,2023-10-09,17:24:01,15:39:20
19,831,2023-08-13,2023-10-02,04:47:56,11:42:59
3,964,2023-06-07,2023-10-24,11:40:46,21:28:30
17,211,2023-04-16,2023-05-14,19:05:17,03:13:17
15,683,2023-07-03,2023-05-27,09:01:41,22:32:22
11,658,2023-08-10,2023-05-31,17:15:14,04:09:22
18,704,2023-09-09,2023-04-25,03:28:18,05:35:18
17,116,2023-08-12,2023-05-02,05:06:45,19:46:19
6,98,2023-01-01,2023-09-28,21:19:29,04:59:23
15,822,2023-06-22,2023-08-16,11:18:34,21:11:48
17,135,2023-11-23,2023-03-26,07:18:53,18:54:36
14,754,2023-04-22,2023-09-15,17:09:26,23:44:39
20,892,2023-04-24,2023-12-03,16:46:53,07:07:40
18,938,2023-03-01,2023-08-21,19:11:20,14:52:29
17,909,2023-08-17,2023-04-19,18:35:11,03:38:05
1,848,2023-03-22,2023-06-10,07:21:12,14:05:51
12,871,2023-01-12,2023-09-22,13:28:51,05:53:56
14,274,2023-05-31,2023-08-09,10:22:35,01:08:05
1,476,2023-02-24,2023-11-24,04:54:34,23:37:21
2,674,2023-08-31,2023-07-26,13:27:33,12:40:43
9,997,2023-08-02,2023-04-05,22:52:56,20:44:34
9,679,2023-09-04,2023-08-24,13:34:28,07:30:17
11,472,2023-01-08,2023-07-29,09:21:25,16:22:56
13,812,2023-05-22,2023-02-05,03:15:17,18:38:56
1,937,2023-04-06,2023-08-02,16:53:25,21:25:05
3,603,2023-03-03,2023-01-01,15:48:51,11:08:08
8,237,2023-12-22,2023-05-21,23:10:09,20:00:07
2,27,2023-05-05,2023-02-13,02:24:52,18:35:42
18,514,2023-01-27,2023-12-03,01:19:51,21:41:07
11,498,2023-10-30,2023-11-03,14:07:47,11:04:57
9,16,2023-04-19,2023-07-26,09:27:24,02:27:00
13,119,2023-08-09,2023-11-10,05:26:05,18:26:12
13,333,2023-06-14,2023-10-11,06:21:32,22:54:11
4,35,2023-06-09,2023-10-23,05:18:38,22:42:56
11,836,2023-02-08,2023-01-11,04:58:37,06:51:05
17,24,2023-12-28,2023-12-22,14:44:38,05:37:52
1,40,2023-01-09,2023-02-18,10:42:42,22:55:47
18,827,2023-04-24,2023-08-26,16:09:28,19:03:41
10,286,2023-10-09,2023-05-15,07:29:11,14:48:32
7,389,2023-05-05,2023-03-23,11:05:00,15:31:33
1,384,2023-09-25,2023-08-22,01:13:27,20:08:37
9,581,2023-04-17,2023-12-03,04:31:09,18:38:20
17,586,2023-04-13,2023-07-04,00:21:15,18:13:44
15,314,2023-07-27,2023-05-02,01:54:22,14:29:16
13,634,2023-06-20,2023-02-24,19:22:55,16:32:58
10,580,2023-09-04,2023-02-20,10:02:23,05:24:11
14,761,2023-02-26,2023-07-08,05:15:03,07:33:53
2,800,2023-08-31,2023-07-05,02:22:00,06:59:43
9,371,2023-12-07,2023-07-24,10:43:12,16:58:40
7,153,2023-09-21,2023-03-09,22:10:21,22:10:28
12,86,2023-01-02,2023-07-16,01:01:27,02:17:55
8,273,2023-12-23,2023-08-02,02:14:31,17:57:36
9,749,2023-05-20,2023-08-14,18:16:00,05:25:35
2,157,2023-05-09,2023-06-05,16:57:07,14:30:31
13,790,2023-03-19,2023-08-25,21:15:58,18:27:58
3,6,2023-07-27,2023-10-15,07:07:31,22:23:49
18,932,2023-01-26,2023-08-01,06:55:04,07:19:40
20,214,2023-12-18,2023-12-22,02:38:01,06:44:41
8,650,2023-07-10,2023-05-12,05:45:40,04:18:56
12,506,2023-04-10,2022-12-30,22:03:08,18:28:23
18,34,2023-11-29,2023-12-11,15:23:27,05:22:45
18,510,2023-01-26,2023-08-23,20:23:53,00:46:50
4,836,2023-09-25,2023-08-03,09:15:25,05:24:38
5,721,2023-04-28,2023-11-05,17:45:32,16:17:38
7,842,2023-12-25,2023-03-25,23:23:23,06:01:13
17,236,2023-09-30,2023-08-01,14:48:50,00:52:12
6,504,2023-07-18,2023-10-17,09:13:22,15:05:22
18,520,2023-03-10,2023-08-17,05:35:54,08:25:01
5,651,2023-12-02,2023-03-24,05:47:16,11:10:24
4,197,2023-12-05,2023-11-13,20:43:52,02:45:03
9,982,2023-09-11,2023-03-18,14:17:06,07:07:22
10,349,2023-04-10,2023-08-26,16:07:48,05:30:36
9,960,2023-10-30,2023-12-08,03:34:09,17:26:54
7,24,2023-10-01,2023-03-29,14:29:16,06:13:22
15,9,2023-11-20,2023-09-10,10:34:07,10:55:25
6,577,2023-12-02,2023-08-03,23:38:12,19:50:33
12,633,2023-10-27,2023-04-02,23:13:40,00:50:52
19,433,2023-07-12,2023-03-15,10:10:13,02:27:34
13,78,2023-06-04,2023-05-04,08:58:22,08:09:45
4,133,2023-04-19,2023-04-30,23:32:44,16:42:22
19,513,2023-12-10,2023-08-05,02:36:33,02:15:28
10,782,2023-10-13,2023-08-09,04:31:53,17:09:14
15,545,2023-01-30,2023-05-04,21:26:41,09:08:43
14,245,2023-11-09,2023-02-15,04:28:07,02:07:29
17,295,2023-12-08,2023-06-02,15:48:41,10:30:41
16,587,2023-10-30,2023-10-02,23:40:58,22:18:45
9,780,2023-04-21,2023-05-01,18:01:19,17:54:24
17,295,2023-06-20,2023-12-03,03:35:57,10:42:32
20,796,2023-12-22,2023-02-01,05:01:51,17:55:41
20,219,2023-09-01,2023-10-30,05:54:20,10:50:57
13,979,2023-08-15,2023-01-31,02:41:40,02:12:20
7,593,2023-05-26,2023-03-03,11:36:50,16:50:55
11,536,2023-12-03,2023-05-13,03:32:03,20:32:12
20,258,2023-05-29,2023-03-06,02:36:45,11:20:35
5,260,2023-12-17,2023-02-08,03:39:51,02:37:07
5,76,2023-12-05,2023-10-02,22:34:18,07:54:07
10,481,2023-01-28,2023-03-30,15:05:49,06:08:36
8,352,2023-07-13,2023-04-30,20:22:20,21:51:21
6,907,2023-05-10,2023-06-28,21:08:31,10:33:15
15,477,2023-08-04,2023-08-04,12:58:08,05:51:22
6,726,2023-08-28,2023-12-07,04:49:06,23:28:52
4,452,2023-01-26,2023-10-03,08:26:07,08:49:00
3,238,2023-09-16,2023-04-28,14:58:48,03:45:37
19,452,2023-11-06,2023-12-15,19:06:51,16:51:29
6,592,2023-02-04,2023-05-19,04:42:51,20:42:43
12,858,2023-09-23,2023-12-18,18:49:40,23:43:44
18,35,2023-06-06,2023-04-25,05:07:00,06:19:28
14,740,2023-03-30,2023-04-06,00:48:13,15:39:15
7,669,2023-07-30,2023-06-25,02:04:06,11:42:41
7,41,2023-11-09,2023-02-18,20:54:59,15:08:20
9,138,2023-04-14,2023-02-05,09:25:02,22:50:13
10,125,2023-07-08,2023-07-18,02:17:29,17:25:46
13,135,2023-04-23,2023-07-02,16:35:17,09:57:00
7,235,2023-03-11,2023-06-16,19:25:47,07:59:38
10,236,2023-12-11,2023-09-13,11:21:06,23:14:06
17,633,2023-07-31,2023-12-04,01:58:20,07:32:20
9,228,2023-07-01,2023-03-02,06:05:33,15:12:24
14,504,2023-01-19,2023-08-21,14:34:58,00:43:10
19,576,2023-12-12,2023-12-22,06:27:31,22:11:30
4,330,2023-07-12,2023-08-26,07:11:27,14:38:20
2,136,2023-08-12,2023-10-13,13:58:52,00:26:18
3,681,2023-01-20,2023-10-06,14:26:16,05:15:29
17,210,2022-12-29,2023-01-06,02:02:06,01:04:13
13,753,2022-12-30,2023-01-05,10:14:38,00:34:11
5,884,2022-12-31,2023-01-17,11:32:08,01:59:43
4,355,2023-03-12,2023-11-20,11:29:26,17:49:01
15,158,2023-06-30,2023-12-17,21:17:24,21:23:41
12,955,2023-11-19,2023-08-06,03:34:20,04:02:55
17,33,2023-12-15,2023-05-11,07:33:07,04:10:33
9,532,2023-10-24,2023-11-04,03:41:32,14:28:18
9,764,2023-08-14,2023-09-04,13:21:50,16:59:01
13,663,2023-07-31,2023-01-23,09:35:54,00:43:45
8,120,2023-04-18,2023-07-17,05:47:47,12:15:52
2,83,2023-08-25,2023-05-23,16:44:28,23:01:05
5,718,2023-05-21,2023-12-14,07:41:52,11:00:28
5,880,2022-12-31,2023-04-04,09:17:56,17:23:13
9,251,2023-05-26,2023-10-14,21:37:59,16:06:52
15,411,2023-10-07,2023-01-17,20:30:50,09:46:47
15,960,2023-10-18,2023-04-25,07:58:09,15:35:51
12,511,2023-08-18,2023-09-10,15:05:22,21:59:12
8,668,2023-04-23,2023-08-04,18:06:11,02:45:43
12,231,2023-03-14,2023-02-21,17:40:20,01:34:19
20,42,2023-12-21,2023-10-21,02:40:57,20:36:07
9,744,2023-04-08,2023-07-06,21:57:49,13:04:44
7,548,2023-04-25,2023-05-19,01:50:48,01:05:23
15,944,2023-12-26,2023-02-25,01:02:20,10:16:54
4,582,2023-06-02,2023-11-19,03:55:00,00:04:37
18,215,2023-04-03,2023-09-10,01:50:12,19:08:15
20,239,2023-08-07,2023-05-11,20:16:33,07:18:36
5,274,2023-10-12,2023-06-12,09:28:00,11:05:34
1,218,2023-12-01,2023-01-16,04:37:46,03:02:04
1,479,2023-06-14,2023-05-30,05:54:24,06:08:34
2,950,2023-06-23,2023-01-27,09:00:17,09:27:51
15,729,2023-08-23,2023-07-25,17:32:00,08:32:27
18,451,2023-06-17,2023-12-27,01:04:14,20:47:16
2,713,2023-01-28,2023-03-04,08:27:23,01:56:58
7,33,2023-04-17,2023-04-23,10:06:15,00:43:34
4,7,2023-12-03,2023-09-15,04:35:52,06:22:19
18,222,2023-12-25,2023-07-06,23:49:28,10:47:04
7,135,2022-12-30,2023-02-03,12:36:21,20:56:23
1,156,2023-08-21,2023-02-03,16:00:58,08:25:43
9,352,2023-10-14,2023-12-07,18:16:49,11:34:37
9,860,2023-09-05,2023-10-03,20:53:37,11:12:51
14,198,2023-09-18,2023-03-23,14:44:33,15:18:34
18,667,2023-03-04,2023-04-27,17:48:12,22:00:27
6,894,2023-05-23,2023-10-05,17:35:36,11:37:28
15,507,2023-07-29,2023-01-02,10:42:37,00:38:30
14,395,2023-01-08,2023-03-07,05:44:32,09:54:18
7,772,2023-07-21,2023-10-23,16:13:06,08:24:55
1,831,2023-05-10,2023-06-12,14:06:07,03:19:34
18,311,2023-09-17,2023-05-28,17:03:35,21:08:11
2,539,2023-10-19,2023-02-10,13:59:10,06:01:50
5,799,2023-08-30,2023-04-05,06:56:40,02:43:06
8,715,2023-09-02,2023-08-13,13:03:37,19:09:27
6,965,2023-03-20,2023-05-12,07:33:45,23:17:51
12,544,2023-10-27,2023-07-12,06:21:35,06:09:49
13,492,2023-12-07,2023-06-13,14:18:04,11:31:54
4,492,2023-03-19,2023-05-04,10:59:18,00:36:28
14,849,2023-08-30,2023-02-19,15:02:36,07:02:32
18,346,2023-04-27,2023-01-09,21:08:39,06:07:49
1,496,2023-03-16,2023-10-22,02:01:54,20:01:09
2,949,2023-02-22,2023-10-07,17:09:31,04:42:25
19,936,2023-08-01,2023-06-19,08:47:10,21:53:07
3,136,2023-05-29,2023-09-01,16:31:58,06:53:54
